-195.02943,0.0,-48.6263,1301.0
-193.05945,3.36986,-48.14246,1244.0
-149.33452,5.21488,-37.25597,1104.0
-80.42418,4.21485,-20.07952,313.0
-73.56284,5.14401,-18.38606,301.0
-47.36357,4.14378,-11.85417,144.0
-45.35408,4.76691,-11.37033,142.0
-7.40572,4.62761,-2.1773,14.0
-14.64765,9.5123,-4.35459,33.0
-23.32794,15.73489,-7.01574,104.0
-26.22905,18.36578,-7.98342,113.0
-47.09914,34.21953,-14.51531,220.0
-13.17351,9.92696,-4.11267,32.0
-29.05493,22.7002,-9.19303,123.0
-18.85153,15.26567,-6.04805,100.0
-20.06882,16.83974,-6.53189,102.0
-18.30729,15.91428,-6.04805,100.0
-33.8903,30.51497,-11.37033,142.0
-21.28888,19.8522,-7.25766,110.0
-16.75134,16.17658,-5.80613,44.0
-24.01359,24.01359,-8.46727,120.0
-22.24279,23.03309,-7.98342,113.0
-24.48438,26.25629,-8.95111,122.0
-22.72391,25.23746,-8.46727,120.0
-23.55314,27.09478,-8.95111,122.0
-23.07668,27.50172,-8.95111,122.0
-12.21254,15.08123,-4.83844,40.0
-31.06343,39.75938,-12.57994,202.0
-14.01453,18.5979,-5.80613,44.0
-19.39107,26.68951,-8.22534,114.0
-2.78269,3.9741,-1.20961,10.0
-21.7033,32.17646,-9.67688,130.0
-2.6423,4.06879,-1.20961,10.0
-0.51418,0.82286,-0.24192,1.0
-0.49974,0.83171,-0.24192,1.0
-0.48515,0.8403,-0.24192,1.0
-0.47041,0.84864,-0.24192,1.0
-0.45553,0.85672,-0.24192,1.0
-0.44051,0.86454,-0.24192,1.0
-0.42535,0.8721,-0.24192,1.0
-0.41006,0.87939,-0.24192,1.0
-0.39465,0.88641,-0.24192,1.0
-0.37912,0.89316,-0.24192,1.0
-25.44354,62.97498,-16.93453,240.0
-0.34772,0.90585,-0.24192,1.0
-24.55769,67.4717,-17.90222,244.0
-19.90154,57.79826,-15.24108,223.0
-0.29984,0.92281,-0.24192,1.0
-0.28369,0.9279,-0.24192,1.0
-0.26745,0.93271,-0.24192,1.0
-0.25113,0.93723,-0.24192,1.0
-0.23474,0.94147,-0.24192,1.0
-0.21827,0.94543,-0.24192,1.0
-0.20174,0.94909,-0.24192,1.0
-0.18514,0.95247,-0.24192,1.0
-0.16849,0.95555,-0.24192,1.0
-2.88397,18.20864,-4.59652,34.0
-2.97086,21.13876,-5.32228,42.0
-2.24674,18.2982,-4.59652,34.0
-2.73843,26.05447,-6.53189,102.0
-1.5222,17.39886,-4.35459,33.0
-1.55674,22.26244,-5.5642,43.0
-0.60938,11.62759,-2.90306,22.0
-0.2709,7.75764,-1.93538,13.0
-0.11854,6.79104,-1.69345,12.0
0.0,12.61384,-3.14498,23.0
0.16934,9.70148,-2.41922,20.0
0.60953,17.45468,-4.35459,33.0
0.76172,14.53449,-3.62883,30.0
0.54148,7.74346,-1.93538,13.0
0.59197,6.76622,-1.69345,12.0
0.50712,4.8249,-1.20961,10.0
0.94599,7.70451,-1.93538,13.0
0.6752,4.80426,-1.20961,10.0
2.27682,14.37525,-3.62883,30.0
3.70678,21.02221,-5.32228,42.0
1.29599,6.66728,-1.69345,12.0
4.84166,22.77822,-5.80613,44.0
5.02019,21.74482,-5.5642,43.0
5.16419,20.71242,-5.32228,42.0
4.52036,16.87021,-4.35459,33.0
6.68624,23.3177,-6.04805,100.0
7.94324,25.98116,-6.77381,103.0
9.89465,30.4526,-7.98342,113.0
10.10872,29.35785,-7.7415,112.0
9.95582,27.35339,-7.25766,110.0
11.12713,28.98717,-7.7415,112.0
12.35829,30.58785,-8.22534,114.0
13.26937,31.26067,-8.46727,120.0
16.97016,38.1156,-10.40264,133.0
19.27304,41.33117,-11.37033,142.0
20.84213,42.7327,-11.85417,144.0
21.14424,41.49791,-11.61225,143.0
21.86526,41.12257,-11.61225,143.0
18.34594,33.09695,-9.43495,124.0
4.85148,8.40301,-2.41922,20.0
0.49974,0.83171,-0.24192,1.0
42.16264,67.4743,-19.83759,312.0
61.30147,94.39598,-28.06294,431.0
64.56731,95.72499,-28.78871,434.0
62.33234,89.01981,-27.09525,422.0
61.02483,83.99348,-25.88564,412.0
61.31355,81.36582,-25.4018,410.0
63.32161,81.04797,-25.64372,411.0
67.16895,82.94676,-26.61141,420.0
66.73527,79.53199,-25.88564,412.0
66.20341,76.15832,-25.15988,404.0
68.82099,76.43344,-25.64372,411.0
74.11489,79.47849,-27.09525,422.0
74.81666,77.47494,-26.85333,421.0
76.1574,76.15739,-26.85333,421.0
77.47492,74.81667,-26.85333,421.0
84.4459,78.74707,-28.78871,434.0
86.52843,77.91055,-29.03063,440.0
87.14269,75.75198,-28.78871,434.0
83.99173,70.47743,-27.33718,423.0
90.48736,73.27524,-29.03063,440.0
93.28162,72.87959,-29.51447,442.0
94.53934,71.24051,-29.51447,442.0
93.41331,67.86873,-28.78871,434.0
92.19909,64.5585,-28.06294,431.0
95.72498,64.56733,-28.78871,434.0
97.65102,63.41531,-29.03063,440.0
97.92003,61.18724,-28.78871,434.0
46.57552,27.9854,-13.54763,211.0
46.21654,26.68313,-13.3057,210.0
45.82655,25.40207,-13.06378,204.0
44.54945,23.68736,-12.57994,202.0
46.68515,23.78728,-13.06378,204.0
