-177.56412,0.0,-44.27171,1213.0
-199.85048,3.4884,-49.83591,1311.0
-225.94118,7.89004,-56.3678,1413.0
-251.93115,13.20315,-62.89969,2020.0
-411.37115,28.76587,-102.81681,3200.0
-427.23874,37.37854,-106.92948,3232.0
-16.40466,1.7242,-4.11267,32.0
-37.55947,4.61172,-9.43495,124.0
-18.2562,2.56574,-4.59652,34.0
-0.95835,0.15179,-0.24192,1.0
-0.95555,0.16849,-0.24192,1.0
-32.38393,6.2948,-8.22534,114.0
-32.26914,6.85902,-8.22534,114.0
-16.07226,3.71057,-4.11267,32.0
-16.94653,4.22524,-4.35459,33.0
-7.49787,2.00905,-1.93538,13.0
-11.1925,3.2094,-2.90306,22.0
-12.06268,3.68793,-3.14498,23.0
-11.07367,3.59805,-2.90306,22.0
-11.92662,4.10667,-3.14498,23.0
-9.1178,3.31861,-2.41922,20.0
-13.58774,5.21584,-3.62883,30.0
-17.99285,7.26958,-4.83844,40.0
-16.07691,6.82425,-4.35459,33.0
-13.29614,5.91982,-3.62883,30.0
-15.82896,7.38116,-4.35459,33.0
-14.82563,7.23094,-4.11267,32.0
-16.42626,8.3696,-4.59652,34.0
-12.8508,6.83289,-3.62883,30.0
-12.7296,7.05613,-3.62883,30.0
-12.60451,7.27722,-3.62883,30.0
-14.9707,8.99531,-4.35459,33.0
-10.69715,6.68432,-3.14498,23.0
-7.32383,4.75615,-2.1773,14.0
-15.28382,10.30907,-4.59652,34.0
-7.15338,5.00885,-2.1773,14.0
-3.92493,2.85163,-1.20961,10.0
-0.77491,0.58394,-0.24192,1.0
-25.99652,20.31071,-8.22534,114.0
-24.12996,19.54006,-7.7415,112.0
-22.29869,18.71082,-7.25766,110.0
-21.96874,19.09714,-7.25766,110.0
-26.6796,24.02242,-8.95111,122.0
-26.25629,24.48438,-8.95111,122.0
-26.52295,25.61291,-9.19303,123.0
-22.64139,22.64139,-7.98342,113.0
-24.93889,25.82498,-8.95111,122.0
-22.49916,24.1274,-8.22534,114.0
-22.07466,24.51639,-8.22534,114.0
-21.00685,24.16562,-7.98342,113.0
-18.71082,22.29869,-7.25766,110.0
-16.48693,20.35966,-6.53189,102.0
-0.59737,0.7646,-0.24192,1.0
-65.40112,86.79021,-27.09525,422.0
-61.02483,83.99347,-25.88564,412.0
-56.21041,80.27679,-24.43411,401.0
-62.39698,92.50734,-27.82102,430.0
-60.77301,93.58222,-27.82102,430.0
-59.13052,94.62861,-27.82102,430.0
-56.47054,93.98275,-27.33718,423.0
-56.27715,97.47489,-28.06294,431.0
-55.97863,100.98814,-28.78871,434.0
-52.38552,98.52283,-27.82102,430.0
-48.89606,95.96392,-26.85333,421.0
-45.93776,94.18637,-26.12757,413.0
-44.69705,95.85313,-26.36949,414.0
-45.77996,102.82347,-28.06294,431.0
-45.8741,108.07259,-29.27255,441.0
-44.34446,109.75639,-29.51447,442.0
-41.72675,108.70189,-29.03063,440.0
-40.487,111.23713,-29.51447,442.0
-37.27589,108.25705,-28.54678,433.0
